s,n,t,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,T,gpa,y,FR
MCB,151,Molec & Cellular Laboratory,3,7,7,2,2,0,0,0,0,0,0,0,0,0,21,3.7309523809523806,201208,0.47619047619047616
MCB,199,Undergraduate Open Seminar,17,3,0,0,0,0,0,0,0,1,0,0,0,0,21,3.8728571428571428,201208,0.9523809523809523
MCB,251,Exp Techniqs in Molecular Biol,11,43,69,47,61,40,19,8,10,3,1,4,0,1,317,3.165126582278481,201208,0.17088607594936708
MCB,252,"Cells, Tissues & Development",8,16,15,18,14,15,9,12,3,1,1,0,2,0,114,3.0293859649122803,201208,0.21052631578947367
MCB,253,Exp Techniqs in Cellular Biol,2,8,28,21,10,8,6,3,0,1,0,0,0,0,87,3.2800000000000002,201208,0.11494252873563218
MCB,300,Microbiology,3,66,18,30,15,3,4,1,1,1,0,0,0,0,142,3.586549295774648,201208,0.4859154929577465
MCB,301,Experimental Microbiology,2,10,32,43,46,23,21,4,2,2,0,0,0,0,185,3.0863243243243237,201208,0.06486486486486487
MCB,354,Biochem & Phys Basis of Life,1,6,5,6,10,9,13,4,2,3,2,1,2,0,64,2.63515625,201208,0.109375
MCB,426,Bacterial Pathogenesis,3,10,9,5,8,2,2,6,2,1,0,1,0,0,49,3.122857142857143,201208,0.2653061224489796
MCB,450,Introductory Biochemistry,3,11,16,32,33,32,48,31,28,18,6,8,10,0,276,2.397173913043478,201208,0.050724637681159424
ME,170,Computer-Aided Design,98,62,11,5,0,2,0,1,0,0,1,0,0,0,180,3.9186666666666667,201208,0.8888888888888888
ME,199,Undergraduate Open Seminar,17,54,4,1,8,0,0,0,0,0,0,0,0,0,84,3.8810714285714285,201208,0.8452380952380952
ME,300,Thermodynamics,9,27,54,35,55,32,4,1,10,0,0,0,4,2,233,3.191298701298702,201208,0.15584415584415584
ME,310,Fundamentals of Fluid Dynamics,5,13,20,30,14,10,8,8,2,4,2,0,5,0,121,2.9694214876033054,201208,0.1487603305785124
ME,320,Heat Transfer,2,10,10,21,15,13,12,2,2,0,0,0,1,0,88,3.064090909090909,201208,0.13636363636363635
ME,330,Engineering Materials,45,48,38,15,5,3,0,2,0,0,0,0,1,0,157,3.747898089171975,201208,0.5923566878980892
ME,340,Dynamics of Mechanical Systems,6,41,26,15,20,4,3,1,2,0,0,0,0,0,118,3.52864406779661,201208,0.3983050847457627
ME,350,Design for Manufacturability,4,10,11,12,18,5,5,5,4,0,2,0,0,0,76,3.0790789473684215,201208,0.18421052631578946
ME,360,Signal Processing,3,22,2,3,16,3,3,11,1,0,0,1,0,0,65,3.14876923076923,201208,0.38461538461538464
ME,370,Mechanical Design I,1,20,17,15,17,2,1,4,1,1,0,0,0,0,79,3.3672151898734177,201208,0.26582278481012656
ME,371,Mechanical Design II,18,42,5,12,2,7,0,0,0,0,0,0,0,0,86,3.755813953488372,201208,0.6976744186046512
ME,460,Industrial Control Systems,0,5,5,3,9,1,0,1,0,0,0,0,0,0,24,3.33375,201208,0.20833333333333334
ME,470,Senior Design Project,15,40,13,4,3,0,2,1,0,0,1,0,0,0,79,3.7682278481012657,201208,0.6962025316455697
ME,471,Finite Element Analysis,1,20,16,14,0,0,0,2,0,0,0,0,0,0,53,3.647924528301887,201208,0.39622641509433965
ME,481,Whole-Body Musculoskel Biomech,1,9,10,10,3,0,0,0,0,0,0,0,0,0,33,3.606060606060606,201208,0.30303030303030304
ME,487,MEMS-NEMS Theory & Fabrication,0,6,10,5,1,0,0,1,0,0,0,0,0,0,23,3.5804347826086955,201208,0.2608695652173913
MSE,280,Engineering Materials,2,19,21,20,23,12,8,3,1,0,0,0,1,0,110,3.2274545454545454,201208,0.19090909090909092
MUS,110,Introd Art Mus: Intl Perspect,4,5,4,6,9,6,4,2,2,0,2,0,3,0,47,2.815744680851064,201208,0.19148936170212766
MUS,133,Introduction to World Music,11,89,83,52,55,30,16,15,5,2,1,2,1,1,363,3.3245856353591154,201208,0.27624309392265195
MUS,261,University Chorus,12,43,3,0,1,0,0,0,0,0,0,0,0,0,59,3.966271186440678,201208,0.9322033898305084
MUS,262,Women's Glee Club,0,67,0,1,0,0,0,0,0,0,0,0,2,0,70,3.876142857142857,201208,0.9571428571428572
MUS,271,Hindsley Symphonic Band,0,45,0,0,0,0,0,1,0,0,0,0,0,1,47,3.9565217391304346,201208,0.9782608695652174
MUS,272,Concert Band,0,26,1,0,2,0,0,4,0,0,0,0,0,0,33,3.686969696969697,201208,0.7878787878787878
NPRE,247,Modeling Nuclear Energy System,1,6,3,1,7,1,1,4,2,1,1,0,0,0,28,2.928928571428571,201208,0.25
NPRE,402,Nuclear Power Engineering,13,24,26,19,20,5,5,2,0,0,1,1,0,0,116,3.4255172413793105,201208,0.31896551724137934
NRES,100,Fundamentals of Env Sci,2,33,12,10,20,2,0,1,0,0,1,0,0,0,81,3.526913580246913,201208,0.43209876543209874
NRES,201,Introductory Soils,1,6,9,11,33,8,10,6,0,0,0,0,1,0,85,2.980235294117647,201208,0.08235294117647059
NRES,325,Natural Resource Policy Mgmt,2,8,5,2,4,0,1,0,0,0,0,0,0,0,22,3.6063636363636364,201208,0.45454545454545453
NRES,429,Aquatic Ecosystem Conservation,1,10,6,5,3,5,2,0,1,0,0,0,0,0,33,3.3742424242424236,201208,0.3333333333333333
PHIL,102,Logic and Reasoning,42,80,66,37,25,17,8,5,3,2,5,4,8,1,303,3.37023178807947,201208,0.40397350993377484
PHIL,103,Logic and Reasoning QR II,0,7,5,1,0,3,0,3,0,0,1,0,1,0,21,3.0804761904761904,201208,0.3333333333333333
PHIL,202,Symbolic Logic,5,11,0,3,7,0,2,5,0,0,0,0,4,1,38,2.9635135135135133,201208,0.43243243243243246
PHIL,203,Ancient Philosophy,0,12,33,18,7,6,0,0,0,0,0,0,0,1,77,3.500921052631579,201208,0.15789473684210525
PHIL,206,Early Modern Philosophy,0,34,0,0,18,0,0,9,0,0,1,0,1,0,63,3.3174603174603177,201208,0.5396825396825397
PHYS,101,College Physics: Mech & Heat,40,60,40,22,41,43,42,46,36,33,21,32,13,2,471,2.546226012793177,201208,0.21321961620469082
PHYS,102,College Physics: E&M & Modern,8,28,21,30,24,32,31,25,22,11,8,6,5,1,252,2.6455378486055774,201208,0.14342629482071714
PHYS,211,University Physics: Mechanics,222,138,81,87,61,53,40,55,38,36,24,42,29,9,915,3.0001876379690944,201208,0.3973509933774834
PHYS,212,University Physics: Elec & Mag,122,137,88,77,104,98,106,97,84,57,52,58,28,7,1115,2.650685920577618,201208,0.23375451263537905
PHYS,213,Univ Physics: Thermal Physics,67,50,43,39,50,52,45,37,33,26,9,24,13,1,489,2.7420901639344253,201208,0.23975409836065573
PHYS,214,Univ Physics: Quantum Physics,52,65,44,60,62,50,61,35,47,32,15,15,11,2,551,2.7450091074681233,201208,0.21311475409836064
PHYS,325,Classical Mechanics I,7,22,34,18,8,1,5,3,5,0,2,0,0,3,108,3.384666666666667,201208,0.2761904761904762
PHYS,326,Classical Mechanics II,3,6,9,1,10,3,5,7,3,3,1,1,2,0,54,2.7164814814814813,201208,0.16666666666666666
PHYS,401,Classical Physics Lab,2,8,1,5,2,2,1,0,0,1,0,0,3,0,25,3.0128,201208,0.4
PHYS,427,Thermal & Statistical Physics,9,8,9,7,6,3,2,0,0,0,0,0,0,0,44,3.5229545454545454,201208,0.38636363636363635
PHYS,436,Electromagnetic Fields II,4,18,4,5,15,3,0,5,2,0,1,0,0,0,57,3.275087719298246,201208,0.38596491228070173
PHYS,460,Condensed Matter Physics,6,7,1,8,7,2,2,0,0,0,0,0,0,0,33,3.4336363636363636,201208,0.3939393939393939
PHYS,486,Quantum Physics I,8,16,25,4,12,8,7,2,2,0,0,0,0,1,85,3.358095238095238,201208,0.2857142857142857
PHYS,487,Quantum Physics II,7,14,5,2,6,3,2,1,0,1,0,0,1,1,43,3.405,201208,0.5
PLPA,200,"Plants, Pathogens, and People",0,44,0,0,24,0,0,4,0,0,0,0,0,0,72,3.5555555555555554,201208,0.6111111111111112
PS,100,Intro to Political Science,5,37,22,24,34,20,11,9,8,3,4,0,1,0,178,3.084494382022472,201208,0.23595505617977527
PS,101,Intro to US Gov & Pol,10,34,21,20,24,17,14,17,11,3,5,0,4,3,183,2.950222222222222,201208,0.24444444444444444
PS,201,US Racial & Ethnic Politics,0,25,41,25,12,9,5,0,1,2,0,0,3,0,123,3.331138211382114,201208,0.2032520325203252
PS,220,Intro to Public Policy,0,2,5,4,9,12,1,4,2,1,0,0,0,0,40,2.84275,201208,0.05
PS,241,Comp Politics in Dev Nations,5,23,20,17,32,20,13,11,8,3,1,0,0,3,156,3.0199346405228757,201208,0.1830065359477124
PS,280,Intro to Intl Relations,4,30,42,28,66,23,19,11,6,1,3,1,7,0,241,3.0044813278008298,201208,0.14107883817427386
PSYC,100,Intro Psych,46,244,98,149,263,113,100,176,37,23,23,10,36,8,1326,2.8934901365705614,201208,0.22003034901365706
PSYC,201,Intro to Social Psych,108,127,59,44,64,17,8,15,10,2,3,0,5,0,462,3.4879653679653684,201208,0.5086580086580087
PSYC,210,Behavioral Neuroscience,15,28,18,14,20,10,11,11,6,3,5,0,9,1,151,2.9201333333333332,201208,0.2866666666666667
PSYC,216,Child Psych,0,43,42,32,25,14,24,14,7,0,8,0,2,1,212,3.0743601895734596,201208,0.2037914691943128
PSYC,224,Cognitive Psych,4,64,0,0,75,0,0,42,0,0,18,0,8,1,212,2.838862559241706,201208,0.3222748815165877
PSYC,230,Perception & Sensory Processes,0,77,0,0,39,0,0,13,0,0,3,0,8,0,140,3.242857142857143,201208,0.55
PSYC,235,Intro to Statistics,5,10,4,17,7,0,3,1,0,2,1,0,3,0,53,3.112075471698114,201208,0.2830188679245283
PSYC,239,Community Psych,9,16,8,6,5,4,6,4,3,0,1,0,1,1,64,3.222380952380952,201208,0.3968253968253968
PSYC,245,Industrial Org Psych,9,31,8,15,12,9,6,4,4,0,0,0,2,0,100,3.2800000000000007,201208,0.4
PSYC,248,Learning and Memory,0,66,0,0,67,0,0,26,0,0,3,0,0,0,162,3.2098765432098766,201208,0.4074074074074074
PSYC,250,Psych of Personality,2,42,22,23,54,5,4,20,0,1,4,0,2,0,179,3.14709497206704,201208,0.24581005586592178
PSYC,331,Cognitive Psych Lab,0,14,9,1,7,1,2,2,0,0,0,1,0,0,37,3.388108108108108,201208,0.3783783783783784
PSYC,358,Human Factors,6,16,16,16,12,7,5,7,6,0,0,0,0,0,91,3.1907692307692304,201208,0.24175824175824176
PSYC,465,Personality and Soc Dev,8,27,17,13,16,12,5,9,1,1,2,0,0,1,112,3.246576576576576,201208,0.3153153153153153
REHB,330,Disability in American Society,21,49,8,10,4,0,2,1,1,0,0,1,0,0,97,3.7490721649484544,201208,0.7216494845360825
RLST,101,Bible as Literature,1,5,10,14,17,8,3,4,2,2,3,1,2,0,72,2.8380555555555556,201208,0.08333333333333333
RLST,110,World Religions,3,53,58,36,78,31,16,31,9,4,5,1,8,0,333,2.9994294294294295,201208,0.16816816816816818
RLST,132,Zen,0,11,11,7,1,3,0,0,0,0,0,0,0,0,33,3.596666666666667,201208,0.3333333333333333
RLST,214,Introduction to Islam,1,10,6,2,2,0,1,0,0,1,1,0,2,1,27,3.205384615384615,201208,0.4230769230769231
RST,218,Entrepreneurship,7,18,0,0,6,0,0,0,0,0,0,0,0,1,32,3.806451612903226,201208,0.8064516129032258
RST,330,Leisure and Consumer Culture,0,107,0,0,17,0,0,3,0,0,0,0,0,0,127,3.8188976377952755,201208,0.84251968503937
RST,354,Legal Aspects of Sport,1,6,9,4,11,5,4,7,1,0,0,0,0,0,48,3.035208333333333,201208,0.14583333333333334
RST,370,Research Methods & Analysis,6,7,9,15,3,4,5,3,1,0,0,0,0,1,54,3.2826415094339625,201208,0.24528301886792453
SHS,120,"Child, Comm, & Lang Ability",0,489,0,0,145,0,0,42,0,0,14,0,10,1,701,3.5557142857142856,201208,0.6985714285714286
SHS,121,American Sign Language I,4,35,35,12,12,8,11,5,6,5,1,0,1,2,137,3.2227407407407402,201208,0.28888888888888886
SHS,170,Intro Hum Comm Sys & Disorders,15,36,36,18,16,10,4,0,0,1,0,0,1,0,137,3.513941605839416,201208,0.3722627737226277
SHS,221,American Sign Language II,6,16,17,8,6,5,1,4,4,0,0,1,3,0,71,3.1839436619718304,201208,0.30985915492957744
SHS,271,Communication and Aging,2,12,13,4,5,0,0,0,1,0,0,0,0,0,37,3.6135135135135132,201208,0.3783783783783784
SHS,321,American Sign Language III,1,5,11,7,8,3,2,3,0,3,1,2,2,0,48,2.8475000000000006,201208,0.125
SOC,100,Introduction to Sociology,46,139,123,70,44,28,11,6,5,2,4,0,6,1,485,3.479152892561983,201208,0.3822314049586777
SOC,200,Intro to Sociological Theory,0,43,10,7,16,2,1,1,0,0,0,0,0,0,80,3.6209999999999996,201208,0.5375
SOC,225,Race and Ethnicity,5,6,6,3,2,2,1,1,1,0,1,0,0,0,28,3.369642857142857,201208,0.39285714285714285
SOC,280,Intro to Social Statistics,1,10,6,2,9,4,2,5,1,1,1,1,0,0,43,3.016046511627906,201208,0.2558139534883721
SOC,350,Technology and Society,0,21,0,0,7,0,0,4,0,0,1,0,0,0,33,3.4545454545454546,201208,0.6363636363636364
SOC,380,Social Research Methods,0,5,3,2,3,6,3,0,0,0,0,0,0,0,22,3.167272727272727,201208,0.22727272727272727
SOC,470,Social Movements,1,4,4,3,3,3,2,0,3,0,0,0,0,0,23,3.1021739130434787,201208,0.21739130434782608
SOCW,200,Introduction to Social Work,9,25,28,25,9,11,5,3,1,0,0,0,1,0,117,3.399145299145299,201208,0.2905982905982906
SOCW,300,Diversity: Identities & Issues,0,28,0,0,18,0,0,9,0,0,1,0,0,0,56,3.3035714285714284,201208,0.5
SOCW,321,Social Entre & Social Change,2,6,5,2,0,4,2,0,0,0,0,0,0,0,21,3.445238095238095,201208,0.38095238095238093
SOCW,410,Social Welfare Pol and Svcs,13,25,11,4,3,1,0,0,0,0,0,0,0,0,57,3.813333333333333,201208,0.6666666666666666
SOCW,589,Social Work and the Law,0,29,13,6,11,1,0,0,0,0,0,0,0,0,60,3.6559999999999997,201208,0.48333333333333334
SPED,117,The Culture of Disability,0,243,0,0,35,0,0,7,0,0,1,0,3,0,289,3.7785467128027683,201208,0.8408304498269896
SPED,322,Intro Intellectual Disability,0,25,0,0,36,0,0,11,0,0,1,0,2,0,75,3.08,201208,0.3333333333333333
STAT,100,Statistics,46,160,87,65,70,31,20,24,9,6,4,5,4,3,534,3.3474011299435023,201208,0.3879472693032015
STAT,200,Statistical Analysis,15,37,19,19,19,8,6,6,5,1,2,1,3,1,142,3.2460283687943265,201208,0.36879432624113473
STAT,212,Biostatistics,8,16,2,1,2,2,0,1,1,0,0,1,0,0,34,3.598529411764706,201208,0.7058823529411765
STAT,400,Statistics and Probability I,37,53,24,24,73,16,28,26,4,8,7,11,33,3,347,2.7286337209302327,201208,0.2616279069767442
STAT,408,Actuarial Statistics I,2,8,7,3,3,3,0,4,1,2,0,0,0,0,33,3.182424242424242,201208,0.30303030303030304
STAT,410,Statistics and Probability II,15,38,13,4,17,8,5,4,11,0,7,0,8,0,130,3.003153846153846,201208,0.4076923076923077
STAT,420,Methods of Applied Statistics,11,22,20,9,7,6,3,2,1,0,3,0,2,0,86,3.349418604651163,201208,0.38372093023255816
STAT,429,Time Series Analysis,2,11,3,13,11,1,1,0,0,0,0,0,1,2,45,3.355813953488372,201208,0.3023255813953488
STAT,440,Statistical Data Management,14,27,22,6,2,3,1,0,1,0,3,0,1,0,80,3.571625,201208,0.5125
STAT,448,Advanced Data Analysis,8,39,12,7,5,2,3,1,0,0,0,0,1,0,78,3.64974358974359,201208,0.6025641025641025
STAT,542,Statistical Learning,0,56,4,2,3,0,0,0,0,0,0,0,0,1,66,3.912923076923077,201208,0.8615384615384616
TAM,210,Introduction to Statics,12,18,31,35,23,21,19,24,8,5,18,4,18,3,239,2.577754237288135,201208,0.1271186440677966
TAM,211,Statics,36,38,27,38,29,48,27,26,29,33,19,14,36,1,401,2.4309999999999996,201208,0.185
TAM,212,Introductory Dynamics,1,11,18,16,28,23,20,16,20,18,4,10,7,3,195,2.39265625,201208,0.0625
TAM,251,Introductory Solid Mechanics,45,37,20,24,36,19,20,12,12,9,4,1,3,0,242,3.0881404958677683,201208,0.33884297520661155
TAM,335,Introductory Fluid Mechanics,7,38,23,23,27,22,21,26,16,4,8,5,18,0,238,2.6263025210084034,201208,0.18907563025210083
THEA,100,Practicum I,9,68,1,1,4,0,0,4,0,0,1,0,2,1,91,3.7333333333333334,201208,0.8555555555555555
THEA,101,Introduction to Theatre Arts,222,104,52,25,28,12,8,2,4,2,4,1,7,0,471,3.6746921443736733,201208,0.692144373673036
THEA,595,Creative Project,9,19,7,2,0,0,0,0,0,0,0,0,0,0,37,3.901351351351351,201208,0.7567567567567568
TSM,100,Technical Systems in Agr,0,8,8,3,18,5,1,8,1,0,2,0,2,0,56,2.869642857142857,201208,0.14285714285714285
TSM,311,Humanity in the Food Web,2,5,17,6,18,7,3,2,0,1,2,0,3,2,68,2.990606060606061,201208,0.10606060606060606
UP,199,Urban Sustainability,1,15,3,6,6,1,0,0,0,0,0,0,1,0,33,3.5048484848484853,201208,0.48484848484848486
UP,504,Urban History and Theory,9,8,3,3,1,0,0,0,0,0,0,0,0,0,24,3.8333333333333335,201208,0.7083333333333334
AAS,100,Intro Asian American Studies,0,16,12,10,8,6,0,2,0,0,0,0,0,0,54,3.4325925925925924,201301,0.2962962962962963
ABE,141,ABE Principles: Biological,3,15,9,10,5,6,2,1,1,1,1,0,1,0,55,3.2729090909090908,201301,0.32727272727272727
ABE,425,Engrg Measurement Systems,5,12,0,5,11,0,1,1,0,0,0,0,0,0,35,3.4851428571428573,201301,0.4857142857142857
ACCY,200,Fundamentals of Accounting,3,63,21,19,18,13,9,14,10,5,6,5,1,0,187,3.0733689839572196,201301,0.35294117647058826
ACCY,201,Accounting and Accountancy I,19,45,51,37,41,37,13,13,11,0,23,0,10,1,301,2.9527666666666663,201301,0.21333333333333335
ACCY,202,Accounting and Accountancy II,65,149,16,172,113,51,13,15,11,0,8,0,6,0,619,3.3106785137318253,201301,0.345718901453958
ACCY,301,Atg Measurement & Disclosure,7,33,44,39,20,9,10,4,0,0,0,0,0,0,166,3.4137349397590357,201301,0.24096385542168675
ACCY,302,Decision Making for Atg,3,22,39,39,43,11,7,3,2,0,1,0,0,0,170,3.2824705882352947,201301,0.14705882352941177
ACCY,303,Atg Institutions and Reg,11,44,40,41,34,21,10,9,0,0,0,0,2,1,213,3.314622641509434,201301,0.25943396226415094
ACCY,304,Accounting Control Systems,6,28,23,47,46,34,1,1,1,0,0,0,0,0,187,3.271122994652406,201301,0.18181818181818182
ACCY,312,Principles of Taxation,4,31,38,57,42,17,1,1,2,0,0,0,0,1,194,3.3592227979274614,201301,0.18134715025906736
ACCY,398,Practical Problems in Atg,110,12,0,6,1,0,0,3,0,0,0,0,0,0,132,3.9165151515151515,201301,0.9242424242424242
ACCY,405,Assurance and Attestation,3,21,39,53,42,16,8,1,0,0,0,0,0,1,184,3.3059016393442624,201301,0.13114754098360656
ACCY,500,"Atg Measuremnt, Rpting & Cntrl",2,18,5,2,3,1,0,0,0,0,0,0,0,0,31,3.7638709677419353,201301,0.6451612903225806
ACCY,510,Financial Reporting Standards,0,20,22,25,9,0,0,2,0,0,0,0,0,0,78,3.5255128205128208,201301,0.2564102564102564
ACCY,515,Auditing & Assurance Standards,0,43,37,28,35,13,1,3,0,0,0,0,0,0,160,3.4316875000000002,201301,0.26875
ACCY,517,Financial Statement Analysis,0,51,17,31,16,9,0,1,0,0,0,0,0,0,125,3.5492,201301,0.408
ACE,161,Microcomputer Applications,0,188,0,0,52,0,0,27,0,0,11,0,8,0,286,3.402097902097902,201301,0.6573426573426573
ACE,210,Environmental Economics,9,57,10,22,42,6,2,8,3,0,0,0,1,1,161,3.3853125,201301,0.4125
ACE,231,Food and Agribusiness Mgt,5,40,32,32,35,16,7,7,1,2,0,0,0,0,177,3.31276836158192,201301,0.2542372881355932
ACE,240,Personal Financial Planning,1,8,7,15,30,8,5,11,2,2,2,0,0,1,92,2.908241758241758,201301,0.0989010989010989
ACE,251,The World Food Economy,2,35,30,14,22,11,8,6,2,0,2,0,0,1,133,3.303560606060606,201301,0.2803030303030303
ACE,270,Consumer Economics,0,16,8,8,9,9,3,4,5,2,2,0,3,1,70,2.8844927536231886,201301,0.2318840579710145
ACE,360,Spreadsheet Models & Applic,17,29,16,7,11,2,3,4,0,1,0,0,2,0,92,3.4857608695652167,201301,0.5
ACE,398,Food Marketing and Behavior,8,29,10,3,0,0,1,0,0,0,0,0,0,0,51,3.863137254901961,201301,0.7254901960784313
ACE,427,Commodity Price Analysis,3,7,3,8,8,5,8,3,3,1,0,0,0,0,49,2.9791836734693877,201301,0.20408163265306123
ACE,428,Commodity Futures and Options,8,11,14,16,12,9,8,5,0,2,0,3,2,0,90,3.0444444444444443,201301,0.2111111111111111
ACE,430,Food Marketing,0,5,1,10,19,5,0,2,0,0,0,0,0,0,42,3.1266666666666665,201301,0.11904761904761904
ACE,435,Global Agribusiness Management,3,15,25,15,15,3,1,0,1,0,0,0,0,0,78,3.4706410256410254,201301,0.23076923076923078
ACE,440,Finan Plan for Professionals,0,2,2,4,7,5,2,3,0,0,2,1,2,0,30,2.5446666666666666,201301,0.06666666666666667
ACE,444,Finan Serv & Invest Plan,1,6,4,1,8,1,5,5,6,0,3,0,0,0,40,2.68375,201301,0.175
ACE,446,Modeling App's Finan Plan,3,9,4,4,4,3,4,4,1,2,0,1,1,0,40,2.9582500000000005,201301,0.3
ACE,449,Retirement & Benefit Planning,0,4,5,0,14,4,2,11,4,3,2,0,0,0,49,2.5787755102040815,201301,0.08163265306122448
ADV,300,Introduction to Advertising,9,109,39,42,138,30,19,45,6,5,4,0,7,0,453,3.0994039735099337,201301,0.26048565121412803
ADV,450,Content Creation,0,19,20,32,43,13,12,4,2,0,0,0,0,0,145,3.165310344827586,201301,0.1310344827586207
ADV,481,Advertising Research Methods,0,7,0,1,77,3,5,32,2,0,5,0,0,0,132,2.684318181818181,201301,0.05303030303030303
ADV,483,Audience Analysis,1,9,20,6,21,12,6,6,7,0,0,0,2,0,90,2.956555555555555,201301,0.1111111111111111
ADV,490,Media Entrepreneurship,3,11,6,9,1,1,0,0,0,0,0,0,0,0,31,3.666451612903226,201301,0.45161290322580644
ADV,493,Advertising and Society,56,29,10,6,7,4,4,5,0,0,1,0,0,0,122,3.677704918032787,201301,0.6967213114754098
AE,202,Aerospace Flight Mechanics,7,33,8,4,0,0,0,0,0,0,0,0,0,0,52,3.897692307692308,201301,0.7692307692307693
AE,312,Compressible Flow,1,24,4,1,27,0,3,13,0,0,6,0,1,0,80,2.975,201301,0.3125
AE,323,Applied Aerospace Structures,0,12,13,3,19,5,2,6,2,5,5,2,5,0,79,2.6460759493670887,201301,0.1518987341772152
AE,353,Aerospace Control Systems,0,7,15,5,17,0,0,31,0,0,1,0,0,0,76,2.8118421052631577,201301,0.09210526315789473
AE,370,Aerospace Numerical Methods,9,25,21,6,8,4,1,1,0,0,1,1,0,0,77,3.5549350649350644,201301,0.44155844155844154
AE,419,Aircraft Flight Mechanics,1,3,5,3,3,3,2,1,0,0,0,1,0,0,22,3.121818181818182,201301,0.18181818181818182
AE,434,Rocket Propulsion,0,7,4,0,11,0,0,7,0,0,0,0,0,0,29,3.0924137931034483,201301,0.2413793103448276
AE,443,Aerospace Systems Design II,6,13,22,14,7,4,1,0,0,0,0,0,0,0,67,3.542835820895523,201301,0.2835820895522388
AE,461,Structures & Control Lab,4,17,44,6,6,0,0,3,0,0,1,0,0,0,81,3.5859259259259257,201301,0.25925925925925924
AGED,300,Training and Development,11,8,4,2,0,0,0,0,0,0,0,0,0,0,25,3.8936,201301,0.76
ANSC,100,Intro to Animal Sciences,2,7,0,2,12,0,0,6,0,0,1,0,0,0,30,3.055333333333333,201301,0.3
ANSC,101,Contemporary Animal Issues,12,109,16,14,30,4,4,7,0,1,0,0,0,1,198,3.6277664974619293,201301,0.6142131979695431
ANSC,205,World Animal Resources,0,58,0,7,10,0,0,2,0,0,0,0,0,0,77,3.7572727272727273,201301,0.7532467532467533
ANSC,223,Animal Nutrition,0,47,1,0,69,0,0,36,0,0,12,0,5,0,170,2.8392352941176466,201301,0.27647058823529413
ANSC,224,Animal Reproduction and Growth,7,29,7,18,28,17,11,15,8,5,6,3,3,0,157,2.8195541401273885,201301,0.22929936305732485
ANSC,250,Companion Animals in Society,0,233,0,18,13,15,5,6,2,0,2,1,2,0,297,3.7058922558922562,201301,0.7845117845117845
ANSC,298,Undergraduate Seminar,0,63,0,0,2,0,0,1,0,0,0,0,1,0,67,3.8805970149253732,201301,0.9402985074626866
ANSC,305,Human Animal Interactions,0,23,0,2,2,1,0,0,0,1,0,0,1,0,30,3.622,201301,0.7666666666666667
ANSC,406,Zoo Animal Conservation Sci,13,41,3,4,14,0,1,3,0,0,0,0,0,0,79,3.6792405063291134,201301,0.6835443037974683
ANSC,407,Animal Shelter Management,0,6,9,4,8,1,2,3,5,0,1,0,2,0,41,2.8543902439024387,201301,0.14634146341463414
ANSC,438,Lactation Biology,5,40,0,1,3,1,1,1,0,0,2,0,0,0,54,3.7283333333333335,201301,0.8333333333333334
ANSC,498,Integrating Animal Sciences,0,45,0,0,5,0,0,2,0,0,0,0,0,0,52,3.826923076923077,201301,0.8653846153846154
ANTH,101,Introduction to Anthropology,66,103,102,82,71,54,27,22,10,8,1,2,7,2,557,3.2741801801801804,201301,0.3045045045045045
ANTH,103,Anthro in a Changing World,8,54,74,51,73,45,26,21,9,2,10,1,8,2,384,3.0353403141361257,201301,0.16230366492146597
ANTH,105,World Archaeology,0,18,6,6,18,8,7,13,3,4,4,1,4,0,92,2.681195652173913,201301,0.1956521739130435
ANTH,278,Climate Change & Civilization,7,15,0,0,2,0,0,2,0,0,0,0,0,0,26,3.769230769230769,201301,0.8461538461538461
ARCH,199,Undergraduate Open Seminar,30,21,24,13,18,0,0,2,0,0,1,0,4,0,113,3.49,201301,0.45132743362831856
ARTS,351,Intermediate Studio II,0,9,8,1,4,0,0,1,0,0,0,0,0,0,23,3.595217391304348,201301,0.391304347826087
ASTR,100,Introduction to Astronomy,0,121,0,0,119,0,0,88,0,0,18,0,8,3,357,2.9237288135593222,201301,0.3418079096045198
ASTR,122,Stars and Galaxies,22,51,31,19,11,9,7,14,2,1,1,0,2,2,172,3.3885294117647056,201301,0.4294117647058823
ASTR,210,Introduction to Astrophysics,3,8,7,3,7,7,1,2,3,0,3,1,4,0,49,2.742448979591836,201301,0.22448979591836735
ASTR,330,Extraterrestrial Life,9,21,12,13,29,8,12,9,3,3,2,0,3,0,124,3.0052419354838706,201301,0.24193548387096775
ATMS,100,Introduction to Meteorology,54,138,63,58,90,28,18,11,6,3,4,2,10,2,487,3.341030927835052,201301,0.3958762886597938
ATMS,120,Severe and Hazardous Weather,451,73,20,20,17,8,6,4,3,0,0,0,4,0,606,3.8537128712871294,201301,0.8646864686468647
ATMS,140,Climate and Global Change,0,58,0,0,29,0,0,8,0,0,0,0,0,0,95,3.526315789473684,201301,0.6105263157894737
ATMS,201,General Physical Meteorology,18,13,6,2,1,0,0,0,0,1,0,0,0,0,41,3.8295121951219517,201301,0.7560975609756098
BADM,199,Undergraduate Open Seminar,0,24,4,0,2,0,0,0,0,0,0,0,0,0,30,3.8893333333333335,201301,0.8
BADM,300,The Legal Environment of Bus,1,65,28,41,36,33,31,22,11,5,4,7,5,1,290,2.938892733564014,201301,0.22837370242214533
