,Year,Term,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total
1776,2011,1,CI,517,Bilingual and ESL Assessment,12,11,7,1,0,0,0,0,1,0,0,0,0,0,32
1777,2011,1,CLCV,100,Vocab Building-GRK & LAT Roots,0,11,4,6,3,3,1,3,0,1,1,0,0,0,33
1778,2011,1,CLCV,102,Medical Terms-GRK & LAT Roots,11,34,36,21,14,5,5,3,0,0,0,1,2,0,132
1779,2011,1,CLCV,111,Mythology of Greece and Rome,1,36,0,1,37,1,1,22,0,0,4,1,1,0,105
1780,2011,1,CLCV,115,Mythology of Greece and Rome,0,240,0,0,158,0,0,34,0,0,3,0,3,0,438
1781,2011,1,CLCV,231,Development of Ancient Cities,18,5,2,1,0,0,1,0,0,1,0,0,0,0,28
1782,2011,1,CMN,101,Public Speaking,1,202,281,169,215,83,43,19,13,8,5,3,22,9,1073
1783,2011,1,CMN,199,Undergraduate Open Seminar,7,12,1,1,1,0,0,1,0,0,0,0,1,0,24
1784,2011,1,CMN,212,Intro to Organizational Comm,26,27,19,21,24,14,7,16,5,3,3,4,6,2,177
1785,2011,1,CMN,220,Communicating Public Policy,0,30,9,6,8,4,2,2,0,0,1,1,3,0,66
1786,2011,1,CMN,230,Intro to Interpersonal Comm,3,36,32,47,50,27,16,14,0,2,4,1,2,2,236
1787,2011,1,CMN,232,Intro to Intercultural Comm,0,15,3,2,1,0,0,0,0,0,0,0,1,0,22
1788,2011,1,CMN,260,Intro to Health Communication,1,18,12,4,14,6,3,1,2,1,0,0,0,1,63
1789,2011,1,CMN,321,Strategies of Persuasion,0,6,19,7,36,20,19,28,7,6,9,2,14,1,174
1790,2011,1,CMN,326,Mass Media and the Audience,4,9,4,11,7,3,7,3,3,5,1,0,1,1,59
1791,2011,1,CMN,336,Family Communication,2,6,10,5,6,7,6,4,2,3,2,1,2,0,56
1792,2011,1,CMN,368,Sexual Communication,1,38,40,30,70,30,17,48,21,13,16,6,15,5,350
1793,2011,1,CMN,462,Interpersonal Health Comm,0,12,3,1,2,5,4,4,1,0,0,1,0,0,33
1794,2011,1,CPSC,113,"Environment, Agric, & Society",1,28,0,11,27,0,2,2,2,0,0,0,0,0,73
1795,2011,1,CS,101,Intro Computing: Engrg & Sci,115,80,49,47,41,45,26,20,14,8,7,6,4,2,464
1796,2011,1,CS,105,Intro Computing: Non-Tech,129,147,106,96,124,70,40,48,18,15,22,7,10,5,837
1797,2011,1,CS,173,Discrete Structures,14,25,16,29,22,17,14,17,15,8,9,7,4,1,198
1798,2011,1,CS,199,Undergraduate Open Seminar,0,19,0,0,0,0,0,1,0,0,0,0,1,0,21
1799,2011,1,CS,210,Ethical & Professional Issues,23,45,9,10,6,0,0,2,0,0,1,0,0,0,96
1800,2011,1,CS,225,Data Structures,3,101,20,19,72,16,21,34,17,0,10,0,12,1,326
1801,2011,1,CS,241,System Programming,3,18,8,7,21,3,3,20,7,5,3,3,17,0,118
1802,2011,1,CS,357,Numerical Methods I,9,37,18,26,25,11,19,7,9,0,2,0,2,0,165
1803,2011,1,CS,411,Database Systems,4,34,27,25,23,19,16,7,4,4,1,3,1,0,168
1804,2011,1,CS,412,Introduction to Data Mining,12,43,31,13,6,6,3,4,0,0,0,0,2,0,120
1805,2011,1,CS,418,Interactive Computer Graphics,2,17,9,4,4,8,1,3,0,0,2,0,0,0,50
1806,2011,1,CS,420,Parallel Progrmg: Sci & Engrg,4,7,3,7,5,4,1,0,0,0,0,0,0,0,31
1807,2011,1,CS,421,Progrmg Languages & Compilers,7,24,5,12,19,2,7,7,4,1,2,0,1,0,91
1808,2011,1,CS,425,Distributed Systems,6,4,5,3,3,5,1,3,4,2,1,4,2,0,43
1809,2011,1,CS,431,Embedded Systems,3,9,0,6,13,0,0,10,0,0,2,0,0,0,43
1810,2011,1,CS,433,Computer System Organization,3,7,4,2,4,2,1,1,0,0,1,0,1,0,26
1811,2011,1,CS,440,Artificial Intelligence,7,14,4,6,14,3,2,10,0,0,3,1,1,0,65
1812,2011,1,CS,446,Machine Learning,8,13,6,6,1,1,0,0,0,0,0,0,1,0,36
1813,2011,1,CS,450,Numerical Analysis,2,22,10,8,6,4,4,1,5,0,0,2,1,0,65
1814,2011,1,CS,461,Computer Security I,1,22,7,10,49,0,4,22,0,0,3,0,0,1,119
1815,2011,1,CS,498,Special Topics,8,18,5,4,10,1,0,2,0,0,1,0,0,0,49
1816,2011,1,CS,573,Algorithms,2,10,10,8,4,3,0,0,0,0,0,0,0,1,38
1817,2011,1,CS,598,Special Topics,3,8,5,2,6,5,0,0,0,0,0,0,0,0,29
1818,2011,1,CWL,207,Indian Cinema in Context,0,79,12,4,1,0,0,0,0,0,0,0,1,0,97
1819,2011,1,DANC,100,Intro to Contemporary Dance,36,58,7,3,4,1,0,1,0,0,0,0,1,0,111
1820,2011,1,EALC,250,Intro to Japanese Culture,3,16,9,18,16,8,4,17,2,3,3,0,3,0,102
1821,2011,1,ECE,210,Analog Signal Processing,16,44,7,21,27,16,14,46,16,0,10,0,7,2,226
1822,2011,1,ECE,310,Digital Signal Processing,5,14,7,6,23,11,4,12,5,0,2,1,2,0,92
1823,2011,1,ECE,313,Probability with Engrg Applic,12,13,7,24,41,12,4,5,2,0,3,0,4,0,127
1824,2011,1,ECE,329,Fields and Waves I,10,29,28,16,21,8,23,27,16,0,11,0,14,0,203
1825,2011,1,ECE,330,Power Ckts & Electromechanics,5,25,5,9,43,4,5,30,6,0,4,7,0,0,143
1826,2011,1,ECE,333,Green Electric Energy,6,40,5,0,42,3,0,12,3,0,9,0,0,0,120
1827,2011,1,ECE,340,Semiconductor Electronics,15,28,19,11,43,10,12,22,14,0,16,0,19,2,211
1828,2011,1,ECE,342,Electronic Circuits,2,12,8,19,9,13,7,10,7,3,0,0,2,1,93
1829,2011,1,ECE,385,Digital Systems Laboratory,8,47,44,27,20,8,16,8,8,1,0,2,7,1,197
1830,2011,1,ECE,391,Computer Systems Engineering,1,15,11,7,12,10,6,6,2,0,0,0,0,1,71
1831,2011,1,ECE,402,Electronic Music Synthesis,8,8,9,4,3,0,0,1,0,0,1,0,0,0,34
1832,2011,1,ECE,408,Applied Parallel Programming,8,12,0,6,3,3,1,0,0,0,0,0,2,0,35
1833,2011,1,ECE,411,Computer Organization & Design,7,16,16,9,4,5,2,2,0,2,2,0,2,0,67
1834,2011,1,ECE,420,Embedded DSP Laboratory,1,5,2,6,4,1,1,1,1,0,0,0,0,0,22
1835,2011,1,ECE,425,Intro to VLSI System Design,2,12,1,0,0,4,0,0,1,0,0,2,0,0,22
1836,2011,1,ECE,444,IC Device Theory & Fabrication,7,12,3,3,15,6,1,7,1,1,0,0,1,1,58
1837,2011,1,ECE,445,Senior Design Project Lab,1,11,12,10,8,10,4,3,3,1,1,0,0,0,64
1838,2011,1,ECE,470,Introduction to Robotics,2,12,3,4,8,1,2,9,3,0,1,1,2,0,48
1839,2011,1,ECE,486,Control Systems,1,19,8,7,4,2,0,2,0,0,1,0,0,0,44
1840,2011,1,ECE,515,Control System Theory & Design,3,7,4,6,3,1,0,0,1,0,0,0,0,0,25
1841,2011,1,ECE,534,Random Processes,5,7,7,5,1,4,0,0,0,0,0,0,0,0,29
1842,2011,1,ECON,102,Microeconomic Principles,6,446,153,62,319,49,33,127,17,11,38,8,28,5,1302
1843,2011,1,ECON,103,Macroeconomic Principles,16,139,79,99,181,75,52,116,38,4,70,3,42,11,925
1844,2011,1,ECON,202,Economic Statistics I,11,216,16,31,177,5,45,102,5,14,31,0,20,7,680
1845,2011,1,ECON,203,Economic Statistics II,27,61,56,64,75,52,44,48,22,18,29,6,40,2,544
1846,2011,1,ECON,302,Inter Microeconomic Theory,47,134,89,94,74,36,26,40,35,11,18,9,18,4,635
1847,2011,1,ECON,303,Inter Macroeconomic Theory,14,16,25,7,17,8,12,6,1,0,0,0,1,2,109
1848,2011,1,ECON,440,Economics of Labor Markets,2,23,12,24,16,11,13,12,0,0,0,0,1,0,114
1849,2011,1,ECON,482,Health Economics,0,17,5,7,22,5,0,1,0,0,0,0,0,0,57
1850,2011,1,ENG,333,"Creativity, Innovation, Vision",3,6,7,4,2,0,0,0,0,0,0,0,1,0,23
1851,2011,1,ENG,360,Lect in Engrg Entrepreneurship,1,49,1,6,15,6,0,6,0,0,2,0,2,2,90
1852,2011,1,ENGL,109,Intro to Fiction-ACP,3,42,52,28,25,10,5,3,2,0,0,0,3,0,173
1853,2011,1,ENGL,115,Intro to British Literature,0,17,5,5,3,0,0,0,0,0,0,0,0,0,30
1854,2011,1,ENGL,119,Literature of Fantasy,2,6,6,7,5,2,0,0,1,0,0,0,0,0,29
1855,2011,1,ENGL,120,Science Fiction,2,8,3,2,2,0,1,2,3,0,0,1,1,0,25
1856,2011,1,ENGL,202,Medieval Lit and Culture,0,2,13,6,5,3,2,0,0,0,1,0,0,1,33
1857,2011,1,ENGL,204,Renaissance Lit and Culture,0,10,6,8,9,1,0,1,0,0,0,0,0,0,35
1858,2011,1,ENGL,218,Introduction to Shakespeare,1,31,14,5,1,0,0,0,0,0,0,0,0,0,52
1859,2011,1,ENGL,245,The Short Story,0,11,5,8,3,2,1,0,0,0,0,1,0,0,31
1860,2011,1,ENGL,286,Asian American Literature,1,5,4,9,9,2,1,1,1,0,0,0,0,0,33
1861,2011,1,EPS,201,Foundations of Education,22,38,18,6,3,0,1,0,0,0,0,0,0,1,89
1862,2011,1,EPS,202,Foundations of Education-ACP,23,43,18,8,2,1,0,0,1,0,0,0,1,0,97
1863,2011,1,EPS,420,Sociology of Education,6,14,3,1,1,0,1,2,1,0,0,0,0,0,29
1864,2011,1,EPSY,201,Educational Psychology,11,135,15,6,1,0,0,0,0,0,0,0,0,0,168
1865,2011,1,EPSY,220,Career Theory and Practice,11,45,3,0,4,2,1,3,0,1,0,0,3,1,74
1866,2011,1,EPSY,420,Theories of Psychotherapy,5,45,0,13,11,0,0,1,0,0,0,0,1,0,76
1867,2011,1,EPSY,480,Educational Statistics,27,8,6,0,0,1,0,0,0,0,0,0,2,0,44
1868,2011,1,ESE,445,Earth Resources Sustainability,25,9,6,5,3,1,0,0,0,0,0,1,0,0,50
1869,2011,1,FIN,221,Corporate Finance,4,107,24,21,115,24,13,70,7,4,18,0,5,1,413
1870,2011,1,FIN,230,Introduction to Insurance,24,38,9,11,72,2,6,20,0,0,2,0,0,0,184
1871,2011,1,FIN,241,Fundamentals of Real Estate,2,49,13,17,34,4,1,0,0,0,0,0,0,0,120
1872,2011,1,FIN,300,Financial Markets,3,27,24,43,72,38,31,28,12,11,8,1,12,2,312
1873,2011,1,FIN,321,Advanced Corporate Finance,8,28,18,35,33,21,3,3,0,0,2,0,0,0,151
1874,2011,1,FIN,412,Options and Futures Markets,3,19,10,7,7,4,2,5,1,2,2,0,2,0,64
1875,2011,1,FIN,418,Financial Modeling,5,8,5,0,1,0,0,1,0,0,1,0,0,0,21
1876,2011,1,FIN,419,Real Client Managed Portfolios,0,9,2,2,2,0,6,0,0,0,0,0,0,0,21
1877,2011,1,FIN,435,Personal Wealth Management,2,16,8,6,25,0,0,0,0,0,0,0,0,0,57
1878,2011,1,FIN,443,Legal Issues in Real Estate,1,3,11,6,7,3,0,1,1,0,0,0,0,1,34
1879,2011,1,FIN,500,Introduction to Finance,9,8,6,7,7,5,2,0,0,0,0,0,0,0,44
1880,2011,1,FIN,501,Financial Economics,1,43,40,44,35,9,0,0,0,0,0,0,0,0,172
1881,2011,1,FIN,511,Investments,11,11,27,46,80,40,1,0,0,0,0,0,0,0,216
1882,2011,1,FIN,512,Financial Derivatives,9,47,26,14,32,7,1,1,0,1,0,0,0,0,138
1883,2011,1,FIN,521,Advanced Corporate Finance,2,48,25,17,36,11,1,0,0,0,0,0,0,1,141
1884,2011,1,FR,156,Exploring Paris,1,25,25,32,15,4,3,0,0,0,0,0,1,0,106
1885,2011,1,FSHN,120,Contemporary Nutrition,0,469,0,0,179,0,0,41,0,0,14,0,8,2,713
1886,2011,1,FSHN,322,Nutrition and the Life Cycle,0,6,13,4,4,0,0,0,0,0,0,0,0,0,27
1887,2011,1,FSHN,429,Nutrition Assessment & Therapy,5,20,0,4,2,0,0,0,0,0,0,0,0,0,31
1888,2011,1,GE,161,Business Side of Engineering,0,16,0,0,48,0,0,45,0,0,22,0,4,3,138
1889,2011,1,GE,311,Engineering Design Analysis,3,7,0,0,10,1,1,3,0,0,2,0,0,0,27
1890,2011,1,GE,312,Instrumentation and Test Lab,9,3,1,5,4,1,2,1,0,1,0,0,0,0,27
1891,2011,1,GE,320,Control Systems,7,6,10,8,13,7,2,4,3,0,1,0,1,0,62
1892,2011,1,GE,400,Engineering Law,0,18,12,9,4,1,1,0,0,0,0,0,0,0,45
1893,2011,1,GE,424,State Space Design for Control,4,3,4,4,3,7,0,0,0,1,0,0,0,0,26
1894,2011,1,GE,495,Senior Engineering Project II,14,28,4,0,1,0,0,0,0,0,0,0,0,0,47
1895,2011,1,GEOG,204,Cities of the World,6,11,10,4,3,0,0,1,0,0,0,0,0,0,35
1896,2011,1,GEOG,379,Introduction to GIS,1,16,9,5,10,2,1,7,2,0,1,0,3,0,57
1897,2011,1,GEOL,117,The Oceans,0,17,21,21,16,24,6,6,0,4,3,0,3,0,121
1898,2011,1,GEOL,118,Natural Disasters,37,59,58,62,53,46,28,23,8,11,5,7,4,0,401
1899,2011,1,GER,102,Beginning German II,2,12,8,9,5,3,0,4,0,0,0,0,0,1,44
1900,2011,1,GLBL,100,Intro to Global Studies,8,25,19,11,21,4,7,5,0,0,0,0,1,0,101
1901,2011,1,GS,101,Exploring General Studies,118,765,138,91,97,40,25,29,12,2,16,6,34,2,1375
1902,2011,1,GWS,100,Intro Gender & Women's Studies,0,7,14,18,29,25,12,14,9,2,2,2,2,1,137
1903,2011,1,GWS,201,"Race, Gender & Power",0,2,14,2,1,1,0,0,0,0,0,0,1,0,21
1904,2011,1,HDFS,105,Intro to Human Development,39,184,25,11,75,6,3,12,2,1,1,0,2,0,361
1905,2011,1,HDFS,120,Intro to Family Studies,2,8,12,6,4,4,0,1,2,0,0,0,0,0,39
1906,2011,1,HDFS,225,Close Relationships,9,15,9,4,2,2,0,1,0,0,0,1,0,0,43
1907,2011,1,HDFS,290,Intro to Research Methods,0,15,1,3,9,1,1,0,0,0,0,0,1,0,31
1908,2011,1,HDFS,301,Infancy & Early Childhood,0,7,8,9,8,8,3,6,0,1,0,1,0,1,52
1909,2011,1,HIST,100,Global History,3,20,19,14,27,17,11,9,7,0,1,1,4,1,134
1910,2011,1,HIST,120,East Asian Civilizations,10,53,21,20,21,7,8,11,4,4,4,1,3,0,167
1911,2011,1,HIST,164,The Automobile,0,45,8,2,1,3,0,0,0,0,0,0,0,0,59
1912,2011,1,HIST,221,Modern China,6,14,11,4,14,5,3,0,0,0,0,0,0,1,58
1913,2011,1,HIST,251,Warfare Milit Insts & Soc,3,2,8,9,8,1,3,1,0,0,0,0,0,0,35
1914,2011,1,HIST,263,US History of Medicine,1,10,10,13,12,2,3,2,0,0,0,0,2,0,55
1915,2011,1,HORT,100,Introduction to Horticulture,6,31,2,1,23,1,0,7,1,0,0,0,0,0,72
1916,2011,1,HORT,105,Vegetable Gardening,64,37,16,6,11,7,6,7,3,2,3,3,4,1,170
1917,2011,1,IB,150,Organismal & Evolutionary Biol,8,75,42,36,71,23,17,25,8,3,4,2,1,0,315
1918,2011,1,IB,199,Undergraduate Open Seminar,0,107,0,0,2,0,0,1,1,0,1,0,0,0,112
1919,2011,1,IE,300,Analysis of Data,10,32,42,32,50,41,19,21,17,12,9,13,17,3,318
1920,2011,1,IE,410,Stochastic Processes & Applic,2,11,4,4,15,11,6,6,1,0,3,0,5,0,68
1921,2011,1,INFO,102,Little Bits to Big Ideas,3,16,0,4,12,0,2,3,1,0,4,1,2,0,48
1922,2011,1,IS,504,Reference and Info Services,5,34,13,3,0,0,0,0,0,0,0,0,0,0,55
1923,2011,1,IS,590,Collection Development,13,10,0,1,0,0,0,0,0,0,0,0,0,0,24
1924,2011,1,ITAL,104,Intermediate Italian II,0,10,0,0,6,0,0,4,0,0,1,0,0,0,21
1925,2011,1,JOUR,200,Introduction to Journalism,9,43,60,25,19,11,5,0,2,1,0,0,0,0,175
1926,2011,1,JOUR,250,Journalism Ethics & Diversity,1,9,0,0,10,0,3,2,0,0,0,0,0,0,25
1927,2011,1,JOUR,405,History of American Journalism,2,4,2,1,13,4,4,9,0,0,5,0,0,0,44
1928,2011,1,KIN,104,Skating Activities,60,64,3,1,3,0,0,0,0,0,0,0,0,2,133
1929,2011,1,KIN,122,Physical Activity and Health,3,100,37,23,60,12,6,13,4,1,4,0,1,0,264
1930,2011,1,KIN,140,Social Sci of Human Movement,0,16,41,20,21,19,7,5,1,0,0,0,2,0,132
1931,2011,1,KIN,142,Contemporary Issues in Sport,5,11,12,3,14,3,1,0,2,0,0,1,1,1,54
1932,2011,1,KIN,150,Bioscience of Human Movement,0,50,2,0,58,0,0,18,0,0,2,0,3,0,133
1933,2011,1,KIN,240,Soc & Psych of Phys Activity,0,30,33,22,17,17,8,4,2,0,2,0,2,0,137
1934,2011,1,KIN,247,Intro to Sport Psychology,0,158,0,0,58,0,0,14,0,0,5,0,5,1,241
1935,2011,1,KIN,249,Sport & Modern Society,0,31,0,0,19,0,0,1,0,0,4,0,1,0,56
1936,2011,1,KIN,262,"Motor Develop, Growth & Form",4,47,25,23,19,9,5,1,2,1,1,1,1,0,139
1937,2011,1,KIN,268,Children's Movement,5,23,0,14,6,3,0,1,0,0,0,0,0,0,52
1938,2011,1,KIN,352,Bioenergetics of Movement,0,43,0,0,50,0,0,12,0,0,2,0,1,1,109
1939,2011,1,KIN,355,Biomechanics of Human Movement,5,25,17,12,17,8,8,7,3,1,0,3,0,0,106
1940,2011,1,KIN,442,"Body, Culture & Society",0,14,6,4,0,0,0,0,0,0,1,0,0,0,25
1941,2011,1,KIN,448,Exercise & Health Psychology,0,40,0,0,25,0,0,5,0,0,3,0,1,0,74
1942,2011,1,LAW,601,Contracts,2,10,19,39,52,12,2,1,0,0,0,0,0,0,137
1943,2011,1,LAW,602,Property,1,15,12,28,23,7,2,3,0,0,0,0,0,0,91
1944,2011,1,LAW,607,Civil Procedure,1,7,4,20,7,3,2,3,0,0,0,0,0,0,47
1945,2011,1,LAW,631,Secured Transactions,0,4,2,5,7,4,0,0,0,0,0,0,0,1,23
1946,2011,1,LAW,680,Professional Responsibility,2,18,24,50,13,7,4,0,0,0,0,0,0,1,119
1947,2011,1,LAW,682,Evidence,1,15,21,20,12,13,2,0,0,0,0,0,0,0,84
1948,2011,1,LAW,686,Remedies,3,4,3,1,8,2,1,1,0,0,0,0,0,0,23
1949,2011,1,LER,100,Introduction to Labor Studies,8,153,81,33,79,54,19,53,23,15,20,8,85,7,638
1950,2011,1,LER,569,Power & Influence in HRM,1,18,4,1,0,0,0,0,0,0,0,0,0,0,24
1951,2011,1,LER,591,Employment Relations Systems,10,42,24,6,4,1,0,0,0,0,0,0,0,0,87
1952,2011,1,LER,595,Managing Diversity Globally,2,15,10,10,4,0,0,0,0,0,0,0,0,0,41
1953,2011,1,LING,100,Intro to Language Science,11,18,13,14,7,3,1,1,2,0,0,0,0,0,70
1954,2011,1,LING,111,Language in Globalization,12,44,16,10,15,4,4,1,0,0,0,1,1,0,108
1955,2011,1,LING,307,Elmnts Semantics & Pragmatics,0,5,3,6,4,0,2,2,3,0,0,0,4,0,29
1956,2011,1,LLS,100,Intro Latina/Latino Studies,13,15,8,8,7,1,2,2,0,0,0,0,1,0,57
1957,2011,1,LLS,387,"Race, Gender and the Body",0,14,9,5,0,0,0,0,0,0,0,0,1,0,29
1958,2011,1,MACS,100,Intro to Popular TV & Movies,0,66,38,72,47,22,13,8,1,2,6,0,7,0,282
1959,2011,1,MACS,101,Intro to the Media,8,31,37,18,16,5,0,2,0,0,1,0,0,1,119
1960,2011,1,MACS,320,Popular Culture,7,40,14,26,19,12,1,4,0,0,0,1,0,0,124
1961,2011,1,MACS,351,Social Aspects of Media,0,8,8,8,6,9,3,6,6,0,1,0,1,1,57
1962,2011,1,MACS,356,Sex & Gender in Popular Media,1,18,13,22,11,10,1,0,0,0,0,0,0,0,76
1963,2011,1,MACS,361,Film Theory and Criticism,0,4,8,11,6,2,3,0,0,0,0,0,0,0,34
1964,2011,1,MATH,12,Algebra,1,6,7,12,26,18,21,16,15,4,7,6,8,1,148
1965,2011,1,MATH,103,Theory of Arithmetic,1,28,7,15,16,0,1,3,0,3,0,1,1,0,76
1966,2011,1,MATH,115,Preparation for Calculus,6,60,2,52,131,4,38,88,3,27,39,2,56,4,512
1967,2011,1,MATH,119,Ideas in Geometry,2,5,3,0,4,2,1,2,1,1,1,0,3,0,25
1968,2011,1,MATH,124,Finite Mathematics,1,6,9,10,12,7,7,6,4,3,1,0,2,1,69
1969,2011,1,MATH,181,A Mathematical World,7,10,10,5,4,7,6,4,8,0,1,0,8,2,72
1970,2011,1,MATH,199,Undergraduate Open Seminar,3,54,2,2,0,3,0,1,1,0,0,0,0,0,66
1971,2011,1,MATH,210,Theory of Interest,3,14,15,11,6,8,8,4,7,1,0,4,4,0,85
1972,2011,1,MATH,213,Basic Discrete Mathematics,5,17,4,11,10,8,8,10,2,2,2,3,4,1,87
1973,2011,1,MATH,220,Calculus,62,151,39,56,136,48,35,104,38,21,47,12,71,16,836
1974,2011,1,MATH,225,Introductory Matrix Theory,2,37,35,33,51,4,15,33,13,1,9,0,6,1,240
1975,2011,1,MATH,231,Calculus II,51,116,127,132,138,105,109,81,71,43,27,17,45,7,1069
1976,2011,1,MATH,241,Calculus III,52,194,198,191,208,189,131,93,118,27,28,10,30,6,1475
1977,2011,1,MATH,285,Intro Differential Equations,49,118,74,42,94,28,18,42,19,4,16,2,11,1,518
1978,2011,1,MATH,347,Fundamental Mathematics,7,8,6,2,8,3,1,5,5,0,1,0,0,1,47
1979,2011,1,MATH,402,Non Euclidean Geometry,3,4,3,4,2,2,1,1,0,0,0,0,1,0,21
1980,2011,1,MATH,403,Euclidean Geometry,2,3,4,2,4,4,0,2,1,0,2,0,0,0,24
1981,2011,1,MATH,410,Lin Algebra & Financial Apps,2,35,0,0,17,0,0,4,0,0,2,0,1,0,61
1982,2011,1,MATH,412,Graph Theory,8,8,3,2,6,0,3,1,0,0,1,0,0,0,32
1983,2011,1,MATH,413,Intro to Combinatorics,3,17,10,5,0,2,0,0,0,0,0,0,1,0,38
1984,2011,1,MATH,415,Applied Linear Algebra,33,145,41,36,66,19,25,40,10,4,5,2,26,1,453
1985,2011,1,MATH,416,Abstract Linear Algebra,5,3,10,6,6,3,5,5,3,2,1,0,0,0,49
1986,2011,1,MATH,441,Differential Equations,10,12,17,11,13,12,3,4,4,2,1,0,2,1,92
1987,2011,1,MATH,442,Intro Partial Diff Equations,6,4,4,2,4,3,4,4,2,0,1,2,1,1,38
1988,2011,1,MATH,444,Elementary Real Analysis,9,27,12,1,20,7,5,5,3,0,3,0,0,1,93
1989,2011,1,MATH,446,Applied Complex Variables,3,0,2,8,1,3,0,4,0,0,2,1,2,0,26
1990,2011,1,MATH,461,Probability Theory,11,30,13,9,14,11,9,14,6,2,10,2,14,1,146
1991,2011,1,MATH,484,Nonlinear Programming,6,16,1,0,7,0,0,3,0,0,0,0,0,0,33
1992,2011,1,MCB,100,Introductory Microbiology,22,14,25,31,25,24,24,18,24,9,10,2,12,4,244
1993,2011,1,MCB,101,Intro Microbiology Laboratory,2,48,11,4,50,2,0,10,2,0,1,0,0,0,130
1994,2011,1,MCB,150,Molec & Cellular Basis of Life,15,21,15,16,16,23,17,10,16,2,4,3,2,1,161
1995,2011,1,MCB,151,Molec & Cellular Laboratory,2,6,5,5,2,2,0,0,0,0,0,0,0,0,22
1996,2011,1,MCB,251,Exp Techniqs in Molecular Biol,2,12,26,32,25,9,10,7,4,1,1,0,1,0,130
1997,2011,1,MCB,252,"Cells, Tissues & Development",17,18,25,25,13,12,10,9,2,1,2,1,0,0,135
1998,2011,1,MCB,253,Exp Techniqs in Cellular Biol,0,3,18,16,21,18,5,3,4,0,1,0,1,0,90
1999,2011,1,MCB,300,Microbiology,3,10,15,31,21,12,13,14,4,2,1,2,0,3,131
2000,2011,1,MCB,301,Experimental Microbiology,2,15,25,50,30,14,14,8,2,2,0,1,0,0,163
2001,2011,1,MCB,354,Biochem & Phys Basis of Life,2,2,3,4,10,7,9,11,2,8,2,2,1,0,63
2002,2011,1,MCB,426,Bacterial Pathogenesis,5,9,6,3,6,3,1,2,4,1,2,1,1,3,47
2003,2011,1,MCB,450,Introductory Biochemistry,8,9,23,25,30,25,29,31,26,21,17,12,25,3,284
2004,2011,1,ME,170,Computer-Aided Design,21,72,37,14,4,2,0,0,0,0,1,0,2,0,153
2005,2011,1,ME,199,Undergraduate Open Seminar,19,47,3,0,2,0,0,0,0,0,0,0,0,0,71
2006,2011,1,ME,300,Thermodynamics,27,17,62,51,32,20,13,6,8,6,1,2,5,2,252
2007,2011,1,ME,310,Fundamentals of Fluid Dynamics,4,12,15,14,16,7,9,14,0,3,3,0,3,2,102
2008,2011,1,ME,320,Heat Transfer,3,16,19,21,3,2,2,5,0,0,0,1,0,0,72
2009,2011,1,ME,330,Engineering Materials,18,42,46,16,7,6,0,1,0,0,0,0,0,0,136
2010,2011,1,ME,340,Dynamics of Mechanical Systems,19,16,22,21,7,5,5,1,2,2,0,0,3,0,103
2011,2011,1,ME,350,Design for Manufacturability,3,10,8,6,22,8,0,10,3,4,1,0,0,0,75
2012,2011,1,ME,360,Signal Processing,7,24,3,6,23,7,1,6,3,0,1,1,0,0,82
2013,2011,1,ME,370,Mechanical Design I,7,12,26,16,13,10,1,1,0,0,0,0,0,0,86
2014,2011,1,ME,371,Mechanical Design II,31,46,10,2,3,1,0,0,0,0,0,0,0,0,93
2015,2011,1,ME,460,Industrial Control Systems,0,10,6,1,3,3,1,0,0,0,0,0,0,0,24
2016,2011,1,ME,470,Senior Design Project,3,14,36,21,9,0,2,0,0,0,0,0,0,0,85
2017,2011,1,ME,471,Finite Element Analysis,10,6,8,5,6,1,4,0,1,0,0,0,2,0,43
2018,2011,1,ME,487,MEMS-NEMS Theory & Fabrication,0,5,8,5,0,3,1,0,1,1,0,0,0,0,24
2019,2011,1,MSE,280,Engineering Materials,9,18,5,14,37,7,13,21,2,3,7,1,2,0,139
2020,2011,1,MUS,110,Introd Art Mus: Intl Perspect,1,2,6,7,7,4,2,3,1,3,2,2,6,0,46
2021,2011,1,MUS,133,Introduction to World Music,8,62,45,29,90,31,20,26,9,4,4,4,9,1,342
2022,2011,1,MUS,262,Women's Glee Club,0,43,4,2,2,0,0,0,0,0,0,0,0,0,51
2023,2011,1,MUS,263,Men's Glee Club,0,38,0,1,0,0,0,0,0,0,0,0,0,0,39
2024,2011,1,MUS,272,Concert Band,44,31,7,0,3,2,0,0,0,0,0,0,0,0,87
2025,2011,1,NPRE,247,Modeling Nuclear Energy System,0,11,5,8,4,5,0,0,3,0,2,1,1,0,40
2026,2011,1,NPRE,402,Nuclear Power Engineering,11,29,24,21,13,7,5,4,2,1,3,0,1,0,121
2027,2011,1,NPRE,483,Seminar on Security,3,3,13,2,0,0,0,0,1,0,0,0,0,0,22
2028,2011,1,NRES,100,Fundamentals of Env Sci,0,33,10,6,24,0,6,0,0,0,0,0,0,0,79
2029,2011,1,NRES,201,Introductory Soils,2,9,6,14,18,14,9,7,0,1,1,0,1,1,83
2030,2011,1,NRES,325,Natural Resource Policy Mgmt,2,10,5,1,2,1,0,1,0,0,0,0,0,0,22
2031,2011,1,NRES,488,Soil Fertility and Fertilizers,0,3,2,10,19,4,2,11,0,1,0,1,1,1,55
